"DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_CIUDAD","Ciudad","Value","Flag Codes","Flags"
"2010-V02","2010 ene-mar","_T","Total Nacional",9.0397394896575,,
"2010-V02","2010 ene-mar","CL151011","Arica",8.42715911888831,,
"2010-V02","2010 ene-mar","CL011071","Alto Hospicio",5.07197664687313,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL011011","Iquique",8.23396379000167,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL021011","Antofagasta",6.98621669599473,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL022011","Calama",12.138569160639,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL031011","Copiapó",10.5932365497505,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL033011","Vallenar",9.29785686439042,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL041021","Coquimbo",12.5919629703191,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL041012","La Serena",10.9690924304982,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL043013","Ovalle",7.84911271059641,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL051013","Valparaíso",13.6723250686201,,
"2010-V02","2010 ene-mar","CL0510_31_91","Viña del Mar",13.6064938454929,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL056011","San Antonio",11.5494710992739,,
"2010-V02","2010 ene-mar","CL13101_AGR","Gran Santiago",9.40007505051104,,
"2010-V02","2010 ene-mar","CL061011","Rancagua",5.96191971978738,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL063012","San Fernando",2.87760666764984,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL073011","Curicó",9.74722491023321,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL071013","Talca",10.3957025054914,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL074012","Linares",9.02415086691089,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL1610_11_31","Chillán",8.51165646924332,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL0810_11_31_81","Concepción",8.46457032453348,,
"2010-V02","2010 ene-mar","CL0811_02_21","Talcahuano",13.411199770502,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL081061","Lota",14.6289156248004,,
"2010-V02","2010 ene-mar","CL081021","Coronel",9.58571768458204,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL083011","Los Ángeles",9.63270287002275,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL092011","Angol",9.16289335198089,,
"2010-V02","2010 ene-mar","CL091013","Temuco",12.8304202297281,,
"2010-V02","2010 ene-mar","CL141012","Valdivia",12.5235387318322,,
"2010-V02","2010 ene-mar","CL103011","Osorno",7.74612158161294,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL101013","Puerto Montt",9.88555266161369,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL111011","Coyhaique",3.24079516611874,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL112011","Puerto Aysén",3.74283881208231,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V02","2010 ene-mar","CL121011","Punta Arenas",3.50853197202029,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","_T","Total Nacional",8.6269424392637,,
"2010-V03","2010 feb-abr","CL151011","Arica",8.3843714833116,,
"2010-V03","2010 feb-abr","CL011071","Alto Hospicio",7.00691850328989,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL011011","Iquique",5.65740404275175,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL021011","Antofagasta",6.01882118888631,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL022011","Calama",9.11744371549176,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL031011","Copiapó",9.30722723215623,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL033011","Vallenar",6.45959120336847,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL041021","Coquimbo",9.09354271628136,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL041012","La Serena",11.8185240951259,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL043013","Ovalle",6.34953816618958,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL051013","Valparaíso",11.9939534102784,,
"2010-V03","2010 feb-abr","CL0510_31_91","Viña del Mar",13.1689614755443,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL056011","San Antonio",11.2518589483639,,
"2010-V03","2010 feb-abr","CL13101_AGR","Gran Santiago",8.92156230999755,,
"2010-V03","2010 feb-abr","CL061011","Rancagua",5.29985815580244,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL063012","San Fernando",1.1277432438695,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL073011","Curicó",8.30881416194556,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL071013","Talca",11.6024997236987,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL074012","Linares",8.76180646855012,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL1610_11_31","Chillán",11.4602937396071,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL0810_11_31_81","Concepción",7.3717958541381,,
"2010-V03","2010 feb-abr","CL0811_02_21","Talcahuano",15.0451631710838,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL081061","Lota",13.9744292889881,,
"2010-V03","2010 feb-abr","CL081021","Coronel",9.71731132168087,,
"2010-V03","2010 feb-abr","CL083011","Los Ángeles",11.2057669298726,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL092011","Angol",8.1236990018712,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL091013","Temuco",11.2837985089944,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL141012","Valdivia",8.41813372588768,,
"2010-V03","2010 feb-abr","CL103011","Osorno",7.52935282932962,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL101013","Puerto Montt",9.24365749617498,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL111011","Coyhaique",1.83049531004553,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL112011","Puerto Aysén",3.90281464197792,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V03","2010 feb-abr","CL121011","Punta Arenas",3.77150991980401,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","_T","Total Nacional",8.82588624843854,,
"2010-V04","2010 mar-may","CL151011","Arica",7.8463332840814,,
"2010-V04","2010 mar-may","CL011071","Alto Hospicio",6.69413293345932,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL011011","Iquique",6.09038964998084,,
"2010-V04","2010 mar-may","CL021011","Antofagasta",5.96984869921636,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL022011","Calama",9.520833069351,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL031011","Copiapó",10.3496886937011,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL033011","Vallenar",9.1037630196126,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL041021","Coquimbo",8.38824498553802,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL041012","La Serena",10.4804730107841,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL043013","Ovalle",7.39671075793233,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL051013","Valparaíso",13.2644011014381,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL0510_31_91","Viña del Mar",12.6962660055137,,
"2010-V04","2010 mar-may","CL056011","San Antonio",12.6287094353917,,
"2010-V04","2010 mar-may","CL13101_AGR","Gran Santiago",8.85492589030718,,
"2010-V04","2010 mar-may","CL061011","Rancagua",6.63334937095034,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL063012","San Fernando",0.99901027261906,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL073011","Curicó",11.0589488959794,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL071013","Talca",9.50277671336662,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL074012","Linares",7.92683308918478,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL1610_11_31","Chillán",13.02927595631,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL0810_11_31_81","Concepción",8.36088625080631,,
"2010-V04","2010 mar-may","CL0811_02_21","Talcahuano",15.4737781658901,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL081061","Lota",11.9176363861492,,
"2010-V04","2010 mar-may","CL081021","Coronel",10.4705489178055,,
"2010-V04","2010 mar-may","CL083011","Los Ángeles",9.42565621649538,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL092011","Angol",7.26881926242283,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL091013","Temuco",10.1004988011684,,
"2010-V04","2010 mar-may","CL141012","Valdivia",7.82871918668446,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL103011","Osorno",8.07509525238232,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL101013","Puerto Montt",9.03409307583638,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL111011","Coyhaique",3.59085027780856,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL112011","Puerto Aysén",9.379542813714,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V04","2010 mar-may","CL121011","Punta Arenas",4.24182948235805,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","_T","Total Nacional",8.48778722554695,,
"2010-V05","2010 abr-jun","CL151011","Arica",7.31599466085762,,
"2010-V05","2010 abr-jun","CL011071","Alto Hospicio",6.39753992790676,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL011011","Iquique",6.31495616250334,,
"2010-V05","2010 abr-jun","CL021011","Antofagasta",6.20085989202481,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL022011","Calama",6.9474590651691,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL031011","Copiapó",8.76352708280979,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL033011","Vallenar",10.5225808655926,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL041021","Coquimbo",7.68739074031736,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL041012","La Serena",8.73197436333382,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL043013","Ovalle",5.77300089741528,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL051013","Valparaíso",11.1834642995572,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL0510_31_91","Viña del Mar",11.4472480298077,,
"2010-V05","2010 abr-jun","CL056011","San Antonio",12.0205122028022,,
"2010-V05","2010 abr-jun","CL13101_AGR","Gran Santiago",8.12757535268876,,
"2010-V05","2010 abr-jun","CL061011","Rancagua",5.48961809448824,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL063012","San Fernando",1.58388945201107,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL073011","Curicó",7.20106217585578,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL071013","Talca",9.8328297484506,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL074012","Linares",8.91348800498182,,
"2010-V05","2010 abr-jun","CL1610_11_31","Chillán",12.0856778858251,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL0810_11_31_81","Concepción",9.9718524434939,,
"2010-V05","2010 abr-jun","CL0811_02_21","Talcahuano",12.4395113480642,,
"2010-V05","2010 abr-jun","CL081061","Lota",10.4827774210341,,
"2010-V05","2010 abr-jun","CL081021","Coronel",10.1199825728984,,
"2010-V05","2010 abr-jun","CL083011","Los Ángeles",9.02321654999258,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL092011","Angol",8.5801145474192,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL091013","Temuco",9.83810802559412,,
"2010-V05","2010 abr-jun","CL141012","Valdivia",8.12860402290354,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL103011","Osorno",10.0588549360928,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL101013","Puerto Montt",7.88648383230632,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL111011","Coyhaique",5.43694472927893,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL112011","Puerto Aysén",9.79088833431581,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V05","2010 abr-jun","CL121011","Punta Arenas",3.7906850423777,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","_T","Total Nacional",8.31473278923584,,
"2010-V06","2010 may-jul","CL151011","Arica",6.04794436507376,,
"2010-V06","2010 may-jul","CL011071","Alto Hospicio",4.73053608045706,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL011011","Iquique",5.3229475620527,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL021011","Antofagasta",7.35966592848303,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL022011","Calama",7.32935844246766,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL031011","Copiapó",7.63838913457068,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL033011","Vallenar",11.1080349049343,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL041021","Coquimbo",8.95809500923818,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL041012","La Serena",8.28171122384779,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL043013","Ovalle",6.38771770171703,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL051013","Valparaíso",9.95641726014422,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL0510_31_91","Viña del Mar",11.0690759159329,,
"2010-V06","2010 may-jul","CL056011","San Antonio",12.9995401853683,,
"2010-V06","2010 may-jul","CL13101_AGR","Gran Santiago",7.58910960942237,,
"2010-V06","2010 may-jul","CL061011","Rancagua",6.56664739880251,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL063012","San Fernando",2.64718377269899,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL073011","Curicó",8.27081555990352,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL071013","Talca",7.91261841055497,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL074012","Linares",9.8674127643956,,
"2010-V06","2010 may-jul","CL1610_11_31","Chillán",10.3805511673269,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL0810_11_31_81","Concepción",10.0938964359046,,
"2010-V06","2010 may-jul","CL0811_02_21","Talcahuano",11.8361389222059,,
"2010-V06","2010 may-jul","CL081061","Lota",10.8579664512014,,
"2010-V06","2010 may-jul","CL081021","Coronel",12.1582027556726,,
"2010-V06","2010 may-jul","CL083011","Los Ángeles",8.15254105960667,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL092011","Angol",8.83021710396262,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL091013","Temuco",10.86916331871,,
"2010-V06","2010 may-jul","CL141012","Valdivia",8.94994549066167,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL103011","Osorno",8.70436238622151,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL101013","Puerto Montt",6.59303112278644,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL111011","Coyhaique",6.53341489114869,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL112011","Puerto Aysén",10.0870523253181,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V06","2010 may-jul","CL121011","Punta Arenas",4.14659995497286,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","_T","Total Nacional",8.2915606125912,,
"2010-V07","2010 jun-ago","CL151011","Arica",6.85676705711226,,
"2010-V07","2010 jun-ago","CL011071","Alto Hospicio",5.26111707701962,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL011011","Iquique",4.39923450150514,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL021011","Antofagasta",8.60505453873431,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL022011","Calama",7.14110532325759,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL031011","Copiapó",5.79580064321578,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL033011","Vallenar",8.91980588605838,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL041021","Coquimbo",7.97136808489982,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL041012","La Serena",8.51910372213765,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL043013","Ovalle",6.02706834566852,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL051013","Valparaíso",9.2337725666543,,
"2010-V07","2010 jun-ago","CL0510_31_91","Viña del Mar",11.5063203477062,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL056011","San Antonio",12.3336545110102,,
"2010-V07","2010 jun-ago","CL13101_AGR","Gran Santiago",7.82114002691352,,
"2010-V07","2010 jun-ago","CL061011","Rancagua",7.84400196251828,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL063012","San Fernando",3.574814763094,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL073011","Curicó",5.24735269102108,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL071013","Talca",6.94877760535608,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL074012","Linares",9.34955804262217,,
"2010-V07","2010 jun-ago","CL1610_11_31","Chillán",9.22585719390633,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL0810_11_31_81","Concepción",9.42440309760694,,
"2010-V07","2010 jun-ago","CL0811_02_21","Talcahuano",11.5947374080892,,
"2010-V07","2010 jun-ago","CL081061","Lota",10.4676479207448,,
"2010-V07","2010 jun-ago","CL081021","Coronel",12.5579962768335,,
"2010-V07","2010 jun-ago","CL083011","Los Ángeles",9.5443382108757,,
"2010-V07","2010 jun-ago","CL092011","Angol",9.06278011812586,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL091013","Temuco",11.3848415034114,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL141012","Valdivia",8.850149661429,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL103011","Osorno",11.1913775687806,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL101013","Puerto Montt",5.64794477658341,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL111011","Coyhaique",5.71562704001207,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL112011","Puerto Aysén",8.10625850244456,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V07","2010 jun-ago","CL121011","Punta Arenas",4.33875614491108,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V08","2010 jul-sep","_T","Total Nacional",7.96377486902248,,
"2010-V08","2010 jul-sep","CL151011","Arica",7.75361869268722,,
"2010-V08","2010 jul-sep","CL011071","Alto Hospicio",5.43465396465067,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V08","2010 jul-sep","CL011011","Iquique",3.63699979403173,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V08","2010 jul-sep","CL021011","Antofagasta",7.85314326589977,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V08","2010 jul-sep","CL022011","Calama",7.39702579808705,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V08","2010 jul-sep","CL031011","Copiapó",6.55290919940649,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2010-V08","2010 jul-sep","CL033011","Vallenar",6.75250227851095,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
