"DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_CIUDAD","Ciudad","Value","Flag Codes","Flags"
"2014-V04","2014 mar-may","CL141012","Valdivia",7.13572143155037,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V04","2014 mar-may","CL103011","Osorno",4.09958813242916,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V04","2014 mar-may","CL101013","Puerto Montt",3.07079184876875,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V04","2014 mar-may","CL111011","Coyhaique",4.43590676889439,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V04","2014 mar-may","CL112011","Puerto Aysén",2.73220174355691,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V04","2014 mar-may","CL121011","Punta Arenas",3.54558910172336,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","_T","Total Nacional",6.4509379484234,,
"2014-V05","2014 abr-jun","CL151011","Arica",7.30493646938456,,
"2014-V05","2014 abr-jun","CL011071","Alto Hospicio",11.1455253070775,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL011011","Iquique",5.70615983605905,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL021011","Antofagasta",6.26315014454794,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL022011","Calama",9.09173323146594,,
"2014-V05","2014 abr-jun","CL031011","Copiapó",5.34301571940895,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL033011","Vallenar",7.13143674878959,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL041021","Coquimbo",7.79914521540908,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL041012","La Serena",9.51352673340374,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL043013","Ovalle",10.071892858722,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL051013","Valparaíso",7.88507942158368,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL0510_31_91","Viña del Mar",5.61139322522255,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL056011","San Antonio",6.97720705755825,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL13101_AGR","Gran Santiago",6.63229421519392,,
"2014-V05","2014 abr-jun","CL061011","Rancagua",7.11111329079599,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL063012","San Fernando",8.50558433052955,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL073011","Curicó",5.4668370566162,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL071013","Talca",8.98031258150645,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL074012","Linares",6.70235254141251,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL1610_11_31","Chillán",8.21388173555172,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL0810_11_31_81","Concepción",7.78179507675133,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL0811_02_21","Talcahuano",6.4748785433145,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL081061","Lota",12.4083594677522,,
"2014-V05","2014 abr-jun","CL081021","Coronel",10.6815262195056,,
"2014-V05","2014 abr-jun","CL083011","Los Ángeles",8.72478227701961,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL092011","Angol",6.47366190491939,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL091013","Temuco",9.2752658348998,,
"2014-V05","2014 abr-jun","CL141012","Valdivia",5.83471382408798,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL103011","Osorno",5.23919703299641,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL101013","Puerto Montt",2.96656973298542,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL111011","Coyhaique",4.35362042967916,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL112011","Puerto Aysén",3.57513310275686,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V05","2014 abr-jun","CL121011","Punta Arenas",2.99310573557365,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","_T","Total Nacional",6.47321328286874,,
"2014-V06","2014 may-jul","CL151011","Arica",8.01975887594999,,
"2014-V06","2014 may-jul","CL011071","Alto Hospicio",11.221978558516,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL011011","Iquique",4.62554239832049,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL021011","Antofagasta",4.67193800829663,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL022011","Calama",7.65745898199554,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL031011","Copiapó",6.11993677004895,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL033011","Vallenar",6.73868031891317,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL041021","Coquimbo",7.32167255693575,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL041012","La Serena",8.72316012502249,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL043013","Ovalle",8.99715045017228,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL051013","Valparaíso",8.14154728342244,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL0510_31_91","Viña del Mar",5.75872145343648,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL056011","San Antonio",7.67754433724709,,
"2014-V06","2014 may-jul","CL13101_AGR","Gran Santiago",6.74180243041192,,
"2014-V06","2014 may-jul","CL061011","Rancagua",7.12835771435606,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL063012","San Fernando",11.5202983221654,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL073011","Curicó",5.54056623431858,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL071013","Talca",8.67472179931969,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL074012","Linares",6.98233290238688,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL1610_11_31","Chillán",8.21909867981072,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL0810_11_31_81","Concepción",7.5265660871382,,
"2014-V06","2014 may-jul","CL0811_02_21","Talcahuano",6.84234043589599,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL081061","Lota",12.1428640548954,,
"2014-V06","2014 may-jul","CL081021","Coronel",8.40530850469345,,
"2014-V06","2014 may-jul","CL083011","Los Ángeles",8.11841251477607,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL092011","Angol",6.50068601609712,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL091013","Temuco",9.53671102373141,,
"2014-V06","2014 may-jul","CL141012","Valdivia",5.16812298249077,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL103011","Osorno",5.71597132654831,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL101013","Puerto Montt",1.7745021444633,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL111011","Coyhaique",4.60713582750769,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL112011","Puerto Aysén",3.06540551866032,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V06","2014 may-jul","CL121011","Punta Arenas",4.1649612715194,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","_T","Total Nacional",6.69857701616601,,
"2014-V07","2014 jun-ago","CL151011","Arica",7.07907118512114,,
"2014-V07","2014 jun-ago","CL011071","Alto Hospicio",10.2900791898941,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL011011","Iquique",4.98040196340654,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL021011","Antofagasta",3.69676139396891,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL022011","Calama",7.16247650938036,,
"2014-V07","2014 jun-ago","CL031011","Copiapó",5.98339898758867,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL033011","Vallenar",7.22798514689942,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL041021","Coquimbo",5.98434540678726,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL041012","La Serena",7.61754460400265,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL043013","Ovalle",8.64659281994439,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL051013","Valparaíso",9.78661022756088,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL0510_31_91","Viña del Mar",6.31850134817238,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL056011","San Antonio",7.32324833998355,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL13101_AGR","Gran Santiago",7.29527909321459,,
"2014-V07","2014 jun-ago","CL061011","Rancagua",7.87924713161694,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL063012","San Fernando",8.4401767094297,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL073011","Curicó",7.41781507049284,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL071013","Talca",8.52796744978296,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL074012","Linares",8.92974376605506,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL1610_11_31","Chillán",9.89345110282358,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL0810_11_31_81","Concepción",7.16364484804147,,
"2014-V07","2014 jun-ago","CL0811_02_21","Talcahuano",7.72626358606525,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL081061","Lota",10.2258749202808,,
"2014-V07","2014 jun-ago","CL081021","Coronel",8.73937947194194,,
"2014-V07","2014 jun-ago","CL083011","Los Ángeles",10.3571739782721,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL092011","Angol",7.8521353773267,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL091013","Temuco",9.64162961173199,,
"2014-V07","2014 jun-ago","CL141012","Valdivia",5.17882866080406,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL103011","Osorno",5.75830493051864,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL101013","Puerto Montt",2.89737009980744,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL111011","Coyhaique",3.94383185521006,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL112011","Puerto Aysén",2.43098697162023,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V07","2014 jun-ago","CL121011","Punta Arenas",4.41363778108965,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","_T","Total Nacional",6.63531176463411,,
"2014-V08","2014 jul-sep","CL151011","Arica",7.1155468471829,,
"2014-V08","2014 jul-sep","CL011071","Alto Hospicio",6.65726325776668,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL011011","Iquique",4.81498437376088,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL021011","Antofagasta",4.27716267099304,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL022011","Calama",7.21390700079,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL031011","Copiapó",7.07866708561418,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL033011","Vallenar",8.12513239548425,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL041021","Coquimbo",6.21278976151947,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL041012","La Serena",6.14892301140902,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL043013","Ovalle",10.7045154103298,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL051013","Valparaíso",10.8354707902453,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL0510_31_91","Viña del Mar",7.4122933399929,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL056011","San Antonio",8.47529650541517,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL13101_AGR","Gran Santiago",6.88812855146055,,
"2014-V08","2014 jul-sep","CL061011","Rancagua",7.77267111467937,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL063012","San Fernando",6.15158207805679,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL073011","Curicó",7.64049422852786,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL071013","Talca",8.10125742629419,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL074012","Linares",8.47860871494762,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL1610_11_31","Chillán",10.147724159841,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL0810_11_31_81","Concepción",7.21347875002329,,
"2014-V08","2014 jul-sep","CL0811_02_21","Talcahuano",9.26953142774968,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL081061","Lota",12.1487082922758,,
"2014-V08","2014 jul-sep","CL081021","Coronel",7.77333457403496,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL083011","Los Ángeles",10.6857636546089,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL092011","Angol",10.1045453278433,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL091013","Temuco",9.64527608779264,,
"2014-V08","2014 jul-sep","CL141012","Valdivia",5.39028818233301,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL103011","Osorno",5.29553393856797,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL101013","Puerto Montt",4.38476245689323,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL111011","Coyhaique",3.19657422116792,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL112011","Puerto Aysén",3.49562469607859,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V08","2014 jul-sep","CL121011","Punta Arenas",4.2152593175202,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","_T","Total Nacional",6.41006953793567,,
"2014-V09","2014 ago-oct","CL151011","Arica",6.65681627358632,,
"2014-V09","2014 ago-oct","CL011071","Alto Hospicio",7.81346222969576,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL011011","Iquique",5.07321536853972,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL021011","Antofagasta",5.11375951667134,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL022011","Calama",7.79986499613335,,
"2014-V09","2014 ago-oct","CL031011","Copiapó",6.51886156860988,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL033011","Vallenar",6.1042449697868,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL041021","Coquimbo",5.40796333289722,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL041012","La Serena",5.7862280854679,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL043013","Ovalle",11.8767286959821,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL051013","Valparaíso",9.1811794774211,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL0510_31_91","Viña del Mar",6.40772478107698,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL056011","San Antonio",8.34736995919601,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL13101_AGR","Gran Santiago",6.49365687295471,,
"2014-V09","2014 ago-oct","CL061011","Rancagua",7.76329102237265,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL063012","San Fernando",3.41726540779837,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL073011","Curicó",8.17013695146216,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL071013","Talca",7.83754294946016,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL074012","Linares",9.79085871418161,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL1610_11_31","Chillán",9.21399965441921,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL0810_11_31_81","Concepción",6.32511275691178,,
"2014-V09","2014 ago-oct","CL0811_02_21","Talcahuano",10.0323663810507,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL081061","Lota",12.4440377610477,,
"2014-V09","2014 ago-oct","CL081021","Coronel",8.14131473688604,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL083011","Los Ángeles",11.9902522978325,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL092011","Angol",8.44475095803635,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL091013","Temuco",8.8805599898073,,
"2014-V09","2014 ago-oct","CL141012","Valdivia",6.10821598917867,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL103011","Osorno",4.97740271607198,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL101013","Puerto Montt",4.04387633778575,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL111011","Coyhaique",2.85671218042929,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL112011","Puerto Aysén",3.29444606726834,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V09","2014 ago-oct","CL121011","Punta Arenas",2.51061837590739,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","_T","Total Nacional",6.05219942929362,,
"2014-V10","2014 sep-nov","CL151011","Arica",6.32370383736584,,
"2014-V10","2014 sep-nov","CL011071","Alto Hospicio",7.97791210354391,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL011011","Iquique",4.855039536819,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL021011","Antofagasta",5.32347283218674,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL022011","Calama",7.44606477210168,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL031011","Copiapó",6.62238701859312,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL033011","Vallenar",5.87243579180788,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL041021","Coquimbo",7.17226596145837,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL041012","La Serena",5.8501594250263,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL043013","Ovalle",11.6596420038518,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL051013","Valparaíso",8.15771840416566,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL0510_31_91","Viña del Mar",6.81983759836504,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL056011","San Antonio",9.83824060281836,,
"2014-V10","2014 sep-nov","CL13101_AGR","Gran Santiago",5.71555022373404,,
"2014-V10","2014 sep-nov","CL061011","Rancagua",5.37043038538922,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL063012","San Fernando",3.61105378318478,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL073011","Curicó",8.61842420909752,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL071013","Talca",6.65270378799288,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL074012","Linares",9.51538789538062,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL1610_11_31","Chillán",9.29787682773017,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"2014-V10","2014 sep-nov","CL0810_11_31_81","Concepción",5.6368736600724,,
"2014-V10","2014 sep-nov","CL0811_02_21","Talcahuano",8.64857705752456,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
